1,"mistral-large2","\N","14 classified",\\N,"SUCCESS","\N","2026-07-24 07:03:25.066","CLASSIFY_BATCH","\N",\\N,\\N,\\N,"\N",1
101,"mistral-large2","\N","9 classified",\\N,"SUCCESS","\N","2026-07-24 07:03:46.924","CLASSIFY_BATCH","\N",\\N,\\N,\\N,"\N",101
102,"llama3-8b","Return ONLY a JSON object (no markdown, no explanation). Stats: Total BLs: 10009, Pending: 1200, SAP Posted: 201, Avg charges: $5299.49, Open fraud alerts: 182. Format: {""status"":""SUCCESS"",""insights"":[{""category"":""RISK"",""priority"":""HIGH"",""title"":""..."",""insight"":""...""},{""category"":""OPPORTUNITY"",""priority"":""MEDIUM"",""title"":""..."",""insight"":""...""},{""category"":""TREND"",""priority"":""LOW"",""title"":""..."",""insight"":""...""}],""data_summary"":""...""}","{
  ""status"": ""SUCCESS"",
  ""insights"": [
    {
      ""category"": ""RISK"",
      ""priority"": ""HIGH"",
      ""title"": ""Open fraud alerts: 182"",
      ""insight"": ""Total BLs: 10009, Pending: 1200, SAP Posted: 201, Avg charges: $5299.49""
    }
  ],
  ""data_summary"": ""Total BLs: 10009, Pending: 1200, SAP Posted: 201, Avg charges: $5299.49, Open fraud alerts: 182""
}",1500,"SUCCESS","\N","2026-07-24 07:04:24.921","AI_GENERATE_INSIGHTS","AI_GENERATE_INSIGHTS",\\N,\\N,\\N,"SUCCESS",102
103,"mistral-large2","Summarize in 5 words: shipment delayed due to customs inspection"," Shipment delayed: customs inspection.",\\N,"SUCCESS","\N","2026-07-24 07:04:47.332","DEMO_FINOPS","\N",\\N,\\N,474,"\N",103
2,"llama3-8b","Return ONLY a JSON object (no markdown, no explanation). Stats: Total BLs: 10009, Pending: 1200, SAP Posted: 201, Avg charges: $5299.49, Open fraud alerts: 182. Format: {""status"":""SUCCESS"",""insights"":[{""category"":""RISK"",""priority"":""HIGH"",""title"":""..."",""insight"":""...""},{""category"":""OPPORTUNITY"",""priority"":""MEDIUM"",""title"":""..."",""insight"":""...""},{""category"":""TREND"",""priority"":""LOW"",""title"":""..."",""insight"":""...""}],""data_summary"":""...""}","{
  ""status"": ""SUCCESS"",
  ""insights"": [
    {
      ""category"": ""RISK"",
      ""priority"": ""HIGH"",
      ""title"": ""Open fraud alerts"",
      ""insight"": ""182""
    },
    {
      ""category"": ""RISK"",
      ""priority"": ""HIGH"",
      ""title"": ""Pending BLs"",
      ""insight"": ""1200""
    },
    {
      ""category"": ""RISK"",
      ""priority"": ""HIGH"",
      ""title"": ""Total BLs"",
      ""insight"": ""10009""
    },
    {
      ""category"": ""OPPORTUNITY"",
      ""priority"": ""MEDIUM"",
      ""title"": ""SAP Posted"",
      ""insight"": ""201""
    },
    {
      ""category"": ""TREND"",
      ""priority"": ""LOW"",
      ""title"": ""Avg charges"",
      ""insight"": ""$5299.49""
    }
  ],
  ""data_summary"": ""Total BLs: 10009, Pending: 1200, SAP Posted: 201, Avg charges: $5299.49, Open fraud alerts: 182""
}",1500,"SUCCESS","\N","2026-07-24 07:06:01.643","AI_GENERATE_INSIGHTS","AI_GENERATE_INSIGHTS",\\N,\\N,\\N,"SUCCESS",2
201,"mistral-large2","Say hello in 5 words","\N",\\N,"ERROR","SQL compilation error:
Invalid expression [CAST(PARSE_JSON(:V_RESPONSE) AS VARCHAR(134217728))] in VALUES clause","2026-07-27 08:18:04.099","AI_COMPLETE_WITH_RETRY","\N",\\N,\\N,\\N,"\N",201
202,"mistral-large2","Say hello in 5 words","\N",\\N,"ERROR","SQL compilation error:
Invalid expression [CAST(PARSE_JSON(:V_RESPONSE) AS VARCHAR(134217728))] in VALUES clause","2026-07-27 08:18:05.861","AI_COMPLETE_WITH_RETRY","\N",\\N,\\N,\\N,"\N",202
203,"mistral-large2","Say hello in 5 words","\N",\\N,"ERROR","SQL compilation error:
Invalid expression [CAST(PARSE_JSON(:V_RESPONSE) AS VARCHAR(134217728))] in VALUES clause","2026-07-27 08:18:06.755","AI_COMPLETE_WITH_RETRY","\N",\\N,\\N,\\N,"\N",203
301,"llama3-8b","Say hello in exactly 5 words","Hello, how are you today?",\\N,"SUCCESS","\N","2026-07-27 08:19:18.572","AI_COMPLETE_WITH_RETRY","\N",\\N,\\N,\\N,"\N",301
302,"llama3-8b","You are a logistics fraud analyst. Explain this fraud alert in business terms for English readers. Alert type: COST_PER_KG_ANOMALY. Description: Auto-scan: DEMO032020 | $75000 | 95000kg. Provide: 1) What happened, 2) Why it matters, 3) Recommended actions. Keep it under 200 words.","**Fraud Alert: COST_PER_KG_ANOMALY**

**What happened:** A suspicious transaction has been detected in the DEMO032020 shipment, where the cost per kilogram (kg) of goods transported appears to be significantly higher than expected. The shipment, valued at $75,000, contains 95,000 kg of goods, resulting in an unusually high cost per kg of $0.79.

**Why it matters:** This anomaly may indicate fraudulent activity, such as misdeclaration of goods or inflated pricing. As a logistics company, it is essential to identify and address such discrepancies to maintain the integrity of our operations and protect our reputation.

**Recommended actions:**

1. **Verify shipment details:** Confirm the contents and weight of the shipment with the shipper to ensure accuracy.
2. **Investigate pricing:** Review the pricing structure and negotiate with the shipper to validate the cost per kg.
3. **Monitor and report:** Closely monitor the shipment's progress and report any further anomalies to our internal fraud team for further investigation and potential legal action.",\\N,"SUCCESS","\N","2026-07-27 08:19:42.734","AI_COMPLETE_WITH_RETRY","\N",\\N,\\N,\\N,"\N",302
1,"llama3-8b","Return ONLY a JSON object (no markdown, no explanation). Stats: Total BLs: 10025, Pending: 1195, SAP Posted: 229, Avg charges: $5305.9, Open fraud alerts: 174. Format: {""status"":""SUCCESS"",""insights"":[{""category"":""RISK"",""priority"":""HIGH"",""title"":""..."",""insight"":""...""},{""category"":""OPPORTUNITY"",""priority"":""MEDIUM"",""title"":""..."",""insight"":""...""},{""category"":""TREND"",""priority"":""LOW"",""title"":""..."",""insight"":""...""}],""data_summary"":""...""}","{
  ""status"": ""SUCCESS"",
  ""insights"": [
    {
      ""category"": ""RISK"",
      ""priority"": ""HIGH"",
      ""title"": ""Open fraud alerts: 174"",
      ""insight"": ""Total BLs: 10025, Pending: 1195, SAP Posted: 229, Avg charges: $5305.9""
    }
  ],
  ""data_summary"": ""Total BLs: 10025, Pending: 1195, SAP Posted: 229, Avg charges: $5305.9, Open fraud alerts: 174""
}",199,"SUCCESS","\N","2026-08-01 22:30:47.840","AI_GENERATE_INSIGHTS","AI_GENERATE_INSIGHTS",109,90,1403,"SUCCESS",400
2,"mistral-large2","You are a maritime logistics fraud and compliance analyst. Analyze the alert below and produce: 1) Risk assessment (HIGH/MEDIUM/LOW), 2) Key indicators with the actual numbers, 3) The action you decide. Be concise.

Apply THIS RUBRIC and follow it strictly:
- BLOCK: sanctions matches > 0, OR cost/kg exceeds 5x the peer median, OR the counterparty name indicates a shell/front company (e.g. contains ""SUSPICIOUS"", ""SHELL"", ""UNKNOWN"", or is a generic non-identifiable trading name).
- ESCALATE: a required commercial figure is missing or unverifiable so a human must judge; OR the document provenance section reports an extraction confidence below 60/100 or a failed validation, because the underlying data cannot be trusted enough to clear or block automatically.
- CLEAR: sanctions matches = 0 AND cost/kg is at or below the 95th percentile AND total charges are at or below the 95th percentile AND both counterparties are recognisable real businesses AND (if document provenance is given) the extraction validated cleanly. A weight or duplicate-BL flag alone, with normal economics and clean screening, is a routine data-quality issue and should be CLEARED.

Do not invent thresholds beyond those above. Justify your decision with the numbers given.

You MUST end your response with exactly two final lines in this format:
DECISION: <BLOCK or ESCALATE or CLEAR>
REASON: <one sentence, max 200 characters, citing the decisive evidence>

Alert evidence: Alert type: DOCUMENT_QUALITY. BL: HLCU2026014. Shipper: (not stated). Consignee: (not stated). Carrier: (not stated). Route: ? -> ?. Charges: $not stated. Weight: 0kg. Cost per kg: $not computable. PEER BASELINE across all shipments: median cost/kg $0.2558, 95th percentile cost/kg $1.0692, 95th percentile total charges $7831. Sanctions/export-restriction list matches for the counterparties: 0 (0 = both parties clear, -1 = screening data unavailable). DOCUMENT PROVENANCE: this shipment was created by AI extraction from the PDF bill_of_lading/BL_HAPAG_LLOYD_HLCU2026014_ERROR.pdf. Extraction confidence 75/100. Extraction validation result: GrossWeightKg. Detail: GrossWeightKg is invalid because the value is 0, which violates the rule that it must be strictly greater than 0."," **Risk Assessment:** MEDIUM

**Key Indicators:**
- Sanctions matches: 0
- Cost/kg: Not computable (due to missing weight and charges)
- Document provenance: Extraction confidence 75/100, validation result: GrossWeightKg is invalid

**Action:**

DECISON: ESCALATE
REASON: Required commercial figures (weight and charges) are missing, necessitating human judgment.",650,"SUCCESS","\N","2026-08-01 22:31:05.583","fraud_investigation","WORKFLOW_INVESTIGATE_ANOMALY",559,91,2868,"SUCCESS",401
3,"llama3-8b","Return ONLY a JSON object (no markdown, no explanation). Stats: Total BLs: 10025, Pending: 1195, SAP Posted: 229, Avg charges: $5305.9, Open fraud alerts: 173. Format: {""status"":""SUCCESS"",""insights"":[{""category"":""RISK"",""priority"":""HIGH"",""title"":""..."",""insight"":""...""},{""category"":""OPPORTUNITY"",""priority"":""MEDIUM"",""title"":""..."",""insight"":""...""},{""category"":""TREND"",""priority"":""LOW"",""title"":""..."",""insight"":""...""}],""data_summary"":""...""}","{
  ""status"": ""SUCCESS"",
  ""insights"": [
    {
      ""category"": ""RISK"",
      ""priority"": ""HIGH"",
      ""title"": ""Open fraud alerts: 173"",
      ""insight"": ""High risk due to open fraud alerts""
    },
    {
      ""category"": ""OPPORTUNITY"",
      ""priority"": ""MEDIUM"",
      ""title"": ""Average charges: $5305.9"",
      ""insight"": ""Medium opportunity due to high average charges""
    },
    {
      ""category"": ""TREND"",
      ""priority"": ""LOW"",
      ""title"": ""Total BLs: 10025, Pending: 1195, SAP Posted: 229"",
      ""insight"": ""Low trend due to steady BLs and pending""
    }
  ],
  ""data_summary"": ""Total BLs: 10025, Pending: 1195, SAP Posted: 229, Avg charges: $5305.9, Open fraud alerts: 173""
}",283,"SUCCESS","\N","2026-08-01 22:32:36.575","AI_GENERATE_INSIGHTS","AI_GENERATE_INSIGHTS",109,174,1812,"SUCCESS",402
4,"mistral-large2","You are a maritime logistics fraud and compliance analyst. Analyze the alert below and produce: 1) Risk assessment (HIGH/MEDIUM/LOW), 2) Key indicators with the actual numbers, 3) The action you decide. Be concise.

Apply THIS RUBRIC and follow it strictly:
- BLOCK: sanctions matches > 0, OR cost/kg exceeds 5x the peer median, OR the counterparty name indicates a shell/front company (e.g. contains ""SUSPICIOUS"", ""SHELL"", ""UNKNOWN"", or is a generic non-identifiable trading name).
- ESCALATE: a required commercial figure is missing or unverifiable so a human must judge; OR the document provenance section reports an extraction confidence below 60/100 or a failed validation, because the underlying data cannot be trusted enough to clear or block automatically.
- CLEAR: sanctions matches = 0 AND cost/kg is at or below the 95th percentile AND total charges are at or below the 95th percentile AND both counterparties are recognisable real businesses AND (if document provenance is given) the extraction validated cleanly. A weight or duplicate-BL flag alone, with normal economics and clean screening, is a routine data-quality issue and should be CLEARED.

Do not invent thresholds beyond those above. Justify your decision with the numbers given.

You MUST end your response with exactly two final lines in this format:
DECISION: <BLOCK or ESCALATE or CLEAR>
REASON: <one sentence, max 200 characters, citing the decisive evidence>

Alert evidence: Alert type: HIGH_VALUE_ANOMALY. BL: MOCK22341301. Shipper: SUSPICIOUS TRADING CO. Consignee: SHELL CORP INTL. Carrier: MAERSK. Route: VNSGN -> KRPUS. Charges: $75000. Weight: 30000kg. Cost per kg: $2.5. PEER BASELINE across all shipments: median cost/kg $0.2558, 95th percentile cost/kg $1.0701, 95th percentile total charges $7832. Sanctions/export-restriction list matches for the counterparties: 0 (0 = both parties clear, -1 = screening data unavailable)."," **Risk Assessment:** HIGH

**Key Indicators:**
- Cost per kg: $2.5
- Peer median cost/kg: $0.2558
- Peer 95th percentile cost/kg: $1.0701
- Shipper name: SUSPICIOUS TRADING CO
- Consignee name: SHELL CORP INTL

**Action:**
The cost per kg ($2.5) exceeds 5 times the peer median ($0.2558). Additionally, the shipper name contains ""SUSPICIOUS,"" indicating a potential shell/front company.

DECISION: BLOCK
REASON: Cost per kg exceeds 5x peer median and shipper name indicates a shell/front company.",604,"SUCCESS","\N","2026-08-01 22:34:34.644","fraud_investigation","WORKFLOW_INVESTIGATE_ANOMALY",479,125,6339,"SUCCESS",403
5,"mistral-large2","You are a maritime logistics fraud and compliance analyst. Analyze the alert below and produce: 1) Risk assessment (HIGH/MEDIUM/LOW), 2) Key indicators with the actual numbers, 3) The action you decide. Be concise.

Apply THIS RUBRIC and follow it strictly:
- BLOCK: sanctions matches > 0, OR cost/kg exceeds 5x the peer median, OR the counterparty name indicates a shell/front company (e.g. contains ""SUSPICIOUS"", ""SHELL"", ""UNKNOWN"", or is a generic non-identifiable trading name).
- ESCALATE: a required commercial figure is missing or unverifiable so a human must judge; OR the document provenance section reports an extraction confidence below 60/100 or a failed validation, because the underlying data cannot be trusted enough to clear or block automatically.
- CLEAR: sanctions matches = 0 AND cost/kg is at or below the 95th percentile AND total charges are at or below the 95th percentile AND both counterparties are recognisable real businesses AND (if document provenance is given) the extraction validated cleanly. A weight or duplicate-BL flag alone, with normal economics and clean screening, is a routine data-quality issue and should be CLEARED.

Do not invent thresholds beyond those above. Justify your decision with the numbers given.

You MUST end your response with exactly two final lines in this format:
DECISION: <BLOCK or ESCALATE or CLEAR>
REASON: <one sentence, max 200 characters, citing the decisive evidence>

Alert evidence: Alert type: HIGH_VALUE_ANOMALY. BL: MOCK22341302. Shipper: Pacific Rim Trading Co. Consignee: Global Freight Solutions Ltd. Carrier: CMA CGM. Route: VNSGN -> JPYOK. Charges: $51000. Weight: 50000kg. Cost per kg: $1.02. PEER BASELINE across all shipments: median cost/kg $0.2558, 95th percentile cost/kg $1.0701, 95th percentile total charges $7832. Sanctions/export-restriction list matches for the counterparties: 0 (0 = both parties clear, -1 = screening data unavailable)."," **Risk Assessment:** MEDIUM

**Key Indicators:**
- Cost per kg: $1.02
- Peer median cost/kg: $0.2558
- 95th percentile cost/kg: $1.0701
- Total charges: $51,000
- 95th percentile total charges: $7,832
- Sanctions matches: 0

**Action:**
The cost per kg ($1.02) is below the 95th percentile ($1.0701), but the total charges ($51,000) significantly exceed the 95th percentile ($7,832). Both counterparties are recognizable real businesses, and there are no sanctions matches.

DECISION: ESCALATE
REASON: Total charges ($51,000) exceed the 95th percentile ($7,832), requiring human judgment.",631,"SUCCESS","\N","2026-08-01 22:35:09.123","fraud_investigation","WORKFLOW_INVESTIGATE_ANOMALY",483,148,8435,"SUCCESS",404
6,"mistral-large2","You are a maritime logistics fraud and compliance analyst. Analyze the alert below and produce: 1) Risk assessment (HIGH/MEDIUM/LOW), 2) Key indicators with the actual numbers, 3) The action you decide. Be concise.

Apply THIS RUBRIC and follow it strictly:
- BLOCK: sanctions matches > 0, OR cost/kg exceeds 5x the peer median, OR the counterparty name indicates a shell/front company (e.g. contains ""SUSPICIOUS"", ""SHELL"", ""UNKNOWN"", or is a generic non-identifiable trading name).
- ESCALATE: a required commercial figure is missing or unverifiable so a human must judge; OR the document provenance section reports an extraction confidence below 60/100 or a failed validation, because the underlying data cannot be trusted enough to clear or block automatically.
- CLEAR: sanctions matches = 0 AND cost/kg is at or below the 95th percentile AND total charges are at or below the 95th percentile AND both counterparties are recognisable real businesses AND (if document provenance is given) the extraction validated cleanly. A weight or duplicate-BL flag alone, with normal economics and clean screening, is a routine data-quality issue and should be CLEARED.

Do not invent thresholds beyond those above. Justify your decision with the numbers given.

You MUST end your response with exactly two final lines in this format:
DECISION: <BLOCK or ESCALATE or CLEAR>
REASON: <one sentence, max 200 characters, citing the decisive evidence>

Alert evidence: Alert type: HIGH_VALUE_ANOMALY. BL: EGLV00020. Shipper: Viglacera Corp. Consignee: Best Buy USA. Carrier: YANG_MING. Route: MYPKG -> VNHPH. Charges: $68000. Weight: 19888kg. Cost per kg: $3.4191. PEER BASELINE across all shipments: median cost/kg $0.2559, 95th percentile cost/kg $1.0762, 95th percentile total charges $7840. Sanctions/export-restriction list matches for the counterparties: 0 (0 = both parties clear, -1 = screening data unavailable)."," **Risk Assessment:** HIGH

**Key Indicators:**
- Cost per kg: $3.4191
- Peer median cost/kg: $0.2559
- 95th percentile cost/kg: $1.0762
- Total charges: $68,000
- 95th percentile total charges: $7,840
- Sanctions matches: 0

**Action:**
The cost per kg ($3.4191) exceeds 5 times the peer median ($0.2559), and the total charges ($68,000) are significantly higher than the 95th percentile ($7,840).

DECISION: BLOCK
REASON: Cost per kg exceeds 5x the peer median and total charges exceed the 95th percentile.",604,"SUCCESS","\N","2026-08-01 22:40:49.442","fraud_investigation","WORKFLOW_INVESTIGATE_ANOMALY",477,127,5974,"SUCCESS",405
7,"mistral-large2","You are a maritime logistics fraud and compliance analyst. Apply THIS RUBRIC strictly:
- BLOCK: sanctions matches > 0, OR cost/kg exceeds 5x the peer median, OR a counterparty name indicates a shell/front company (contains SUSPICIOUS, SHELL, UNKNOWN, or is a generic non-identifiable trading name).
- ESCALATE: a required commercial figure is missing or unverifiable so a human must judge; OR document provenance reports extraction confidence below 60/100 or a failed validation.
- CLEAR: sanctions matches = 0 AND cost/kg is at or below the 95th percentile AND total charges are at or below the 95th percentile AND both counterparties are recognisable real businesses AND (if provenance is given) the extraction validated cleanly. A weight or duplicate-BL flag alone, with normal economics and clean screening, is a routine data-quality issue and should be CLEARED.

Do not invent thresholds beyond those above. Cite the actual numbers in your reason.
Return: decision (one of BLOCK/ESCALATE/CLEAR), reason (one sentence, max 200 chars, citing the decisive evidence), assessment (a short risk assessment naming the key indicators and their values).

Alert evidence: Alert type: HIGH_VALUE_ANOMALY. BL: EGLV00020. Shipper: Viglacera Corp. Consignee: Best Buy USA. Carrier: YANG_MING. Route: MYPKG -> VNHPH. Charges: $68000. Weight: 19888kg. Cost per kg: $3.4191. PEER BASELINE across all shipments: median cost/kg $0.2559, 95th percentile cost/kg $1.0762, 95th percentile total charges $7840. Sanctions/export-restriction list matches for the counterparties: 0 (0 = both parties clear, -1 = screening data unavailable).","{""assessment"":""The key indicators are cost/kg at $3.4191, which exceeds 5x the peer median of $0.2559, and total charges at $68000, which exceeds the 95th percentile of $7840. Both counterparties are recognizable real businesses, and there are no sanctions matches."",""decision"":""BLOCK"",""reason"":""Cost/kg exceeds 5x the peer median ($3.4191 > 5 * $0.2559).""}",632,"SUCCESS","\N","2026-08-01 23:23:09.721","fraud_investigation:attempt1","WORKFLOW_INVESTIGATE_ANOMALY",494,138,3724,"SUCCESS",406
8,"mistral-large2","You are a maritime logistics fraud and compliance analyst. Apply THIS RUBRIC strictly:
- BLOCK: sanctions matches > 0, OR cost/kg exceeds 5x the peer median, OR a counterparty name indicates a shell/front company (contains SUSPICIOUS, SHELL, UNKNOWN, or is a generic non-identifiable trading name).
- ESCALATE: a required commercial figure is missing or unverifiable so a human must judge; OR document provenance reports extraction confidence below 60/100 or a failed validation.
- CLEAR: sanctions matches = 0 AND cost/kg is at or below the 95th percentile AND total charges are at or below the 95th percentile AND both counterparties are recognisable real businesses AND (if provenance is given) the extraction validated cleanly. A weight or duplicate-BL flag alone, with normal economics and clean screening, is a routine data-quality issue and should be CLEARED.

Do not invent thresholds beyond those above. Cite the actual numbers in your reason.
Return: decision (one of BLOCK/ESCALATE/CLEAR), reason (one sentence, max 200 chars, citing the decisive evidence), assessment (a short risk assessment naming the key indicators and their values).

Alert evidence: Alert type: HIGH_VALUE_ANOMALY. BL: YMLU00023. Shipper: Trung Nguyen Coffee. Consignee: Construction Supply Co. Carrier: CMA_CGM. Route: MYPKG -> VNHPH. Charges: $65000. Weight: 8212kg. Cost per kg: $7.9152. PEER BASELINE across all shipments: median cost/kg $0.2559, 95th percentile cost/kg $1.0762, 95th percentile total charges $7840. Sanctions/export-restriction list matches for the counterparties: 0 (0 = both parties clear, -1 = screening data unavailable).","{""assessment"":""The key indicators are cost/kg ($7.9152) exceeding 5x the peer median ($0.2559), and total charges ($65000) exceeding the 95th percentile ($7840)."",""decision"":""BLOCK"",""reason"":""Cost/kg exceeds 5x the peer median ($7.9152 > 5 * $0.2559).""}",609,"SUCCESS","\N","2026-08-01 23:26:22.683","fraud_investigation:attempt1","WORKFLOW_INVESTIGATE_ANOMALY",494,115,3039,"SUCCESS",407
9,"mistral-large2","You are a maritime logistics fraud and compliance analyst. Apply THIS RUBRIC strictly:
- BLOCK: sanctions matches > 0, OR cost/kg exceeds 5x the peer median, OR a counterparty name indicates a shell/front company (contains SUSPICIOUS, SHELL, UNKNOWN, or is a generic non-identifiable trading name).
- ESCALATE: a required commercial figure is missing or unverifiable so a human must judge; OR document provenance reports extraction confidence below 60/100 or a failed validation.
- CLEAR: sanctions matches = 0 AND cost/kg is at or below the 95th percentile AND total charges are at or below the 95th percentile AND both counterparties are recognisable real businesses AND (if provenance is given) the extraction validated cleanly. A weight or duplicate-BL flag alone, with normal economics and clean screening, is a routine data-quality issue and should be CLEARED.

Do not invent thresholds beyond those above. Cite the actual numbers in your reason.
Return: decision (one of BLOCK/ESCALATE/CLEAR), reason (one sentence, max 200 chars, citing the decisive evidence), assessment (a short risk assessment naming the key indicators and their values).

Alert evidence: Alert type: HIGH_VALUE_ANOMALY. BL: OOLU00013. Shipper: Tan Hiep Phat. Consignee: Construction Supply Co. Carrier: COSCO. Route: CNNGB -> THLCH. Charges: $52000. Weight: 43643kg. Cost per kg: $1.1915. PEER BASELINE across all shipments: median cost/kg $0.2559, 95th percentile cost/kg $1.0762, 95th percentile total charges $7840. Sanctions/export-restriction list matches for the counterparties: 0 (0 = both parties clear, -1 = screening data unavailable).","{""assessment"":""The key indicators are cost/kg ($1.1915) exceeding the 95th percentile ($1.0762) and total charges ($52000) exceeding the 95th percentile ($7840)."",""decision"":""BLOCK"",""reason"":""Cost/kg ($1.1915) exceeds 5x the peer median ($0.2559).""}",603,"SUCCESS","\N","2026-08-01 23:26:59.781","fraud_investigation:attempt1","WORKFLOW_INVESTIGATE_ANOMALY",490,113,3030,"SUCCESS",408
10,"mistral-large2","You are a maritime logistics fraud and compliance analyst. Apply THIS RUBRIC strictly:
- BLOCK: sanctions matches > 0, OR cost/kg exceeds 5x the peer median, OR a counterparty name indicates a shell/front company (contains SUSPICIOUS, SHELL, UNKNOWN, or is a generic non-identifiable trading name).
- ESCALATE: a required commercial figure is missing or unverifiable so a human must judge; OR document provenance reports extraction confidence below 60/100 or a failed validation.
- CLEAR: sanctions matches = 0 AND cost/kg is at or below the 95th percentile AND total charges are at or below the 95th percentile AND both counterparties are recognisable real businesses AND (if provenance is given) the extraction validated cleanly. A weight or duplicate-BL flag alone, with normal economics and clean screening, is a routine data-quality issue and should be CLEARED.

Do not invent thresholds beyond those above. Cite the actual numbers in your reason.
Return: decision (one of BLOCK/ESCALATE/CLEAR), reason (one sentence, max 200 chars, citing the decisive evidence), assessment (a short risk assessment naming the key indicators and their values).

Alert evidence: Alert type: HIGH_VALUE_ANOMALY. BL: YMLU00024. Shipper: ABC Electronics Vietnam. Consignee: Metro AG. Carrier: YANG_MING. Route: HKHKG -> VNSGN. Charges: $77000. Weight: 3214kg. Cost per kg: $23.9577. PEER BASELINE across all shipments: median cost/kg $0.2559, 95th percentile cost/kg $1.0762, 95th percentile total charges $7840. Sanctions/export-restriction list matches for the counterparties: 0 (0 = both parties clear, -1 = screening data unavailable).","{""assessment"":""The key indicators are cost per kg ($23.9577) and the peer median cost/kg ($0.2559). The cost per kg exceeds 5x the peer median, which is a significant anomaly."",""decision"":""BLOCK"",""reason"":""Cost/kg ($23.9577) exceeds 5x the peer median ($0.2559).""}",599,"SUCCESS","\N","2026-08-01 23:27:06.636","fraud_investigation:attempt1","WORKFLOW_INVESTIGATE_ANOMALY",492,107,2822,"SUCCESS",409
11,"mistral-large2","You are a maritime logistics fraud and compliance analyst. Apply THIS RUBRIC strictly:
- BLOCK: sanctions matches > 0, OR cost/kg exceeds 5x the peer median, OR a counterparty name indicates a shell/front company (contains SUSPICIOUS, SHELL, UNKNOWN, or is a generic non-identifiable trading name).
- ESCALATE: a required commercial figure is missing or unverifiable so a human must judge; OR document provenance reports extraction confidence below 60/100 or a failed validation.
- CLEAR: sanctions matches = 0 AND cost/kg is at or below the 95th percentile AND total charges are at or below the 95th percentile AND both counterparties are recognisable real businesses AND (if provenance is given) the extraction validated cleanly. A weight or duplicate-BL flag alone, with normal economics and clean screening, is a routine data-quality issue and should be CLEARED.

Do not invent thresholds beyond those above. Cite the actual numbers in your reason.
Return: decision (one of BLOCK/ESCALATE/CLEAR), reason (one sentence, max 200 chars, citing the decisive evidence), assessment (a short risk assessment naming the key indicators and their values).

Alert evidence: Alert type: HIGH_VALUE_ANOMALY. BL: EGLV00025. Shipper: Canon Vietnam. Consignee: Tesco PLC. Carrier: COSCO. Route: DEHAM -> JPYOK. Charges: $91000. Weight: 36390kg. Cost per kg: $2.5007. PEER BASELINE across all shipments: median cost/kg $0.2559, 95th percentile cost/kg $1.0762, 95th percentile total charges $7840. Sanctions/export-restriction list matches for the counterparties: 0 (0 = both parties clear, -1 = screening data unavailable).","{""assessment"":""The key indicators are cost/kg at $2.5007, which exceeds the 95th percentile of $1.0762, and total charges at $91000, which exceeds the 95th percentile of $7840. Both counterparties are recognizable real businesses, and there are no sanctions matches."",""decision"":""BLOCK"",""reason"":""Cost/kg exceeds 5x the peer median ($2.5007 > 5 * $0.2559).""}",627,"SUCCESS","\N","2026-08-01 23:27:14.188","fraud_investigation:attempt1","WORKFLOW_INVESTIGATE_ANOMALY",488,139,3683,"SUCCESS",410
